
=== Confidence Scores for ADASYN ===
Sample 211: Avg Confidence = 2.3737
Sample 212: Avg Confidence = 0.8513
Sample 213: Avg Confidence = 4.3304
Sample 214: Avg Confidence = 2.8850
Sample 215: Avg Confidence = 2.6160
Sample 216: Avg Confidence = 3.3102
Sample 217: Avg Confidence = 3.5165
Sample 218: Avg Confidence = 1.2053
Sample 219: Avg Confidence = 2.0077
Sample 220: Avg Confidence = 4.0560
Sample 221: Avg Confidence = 1.5418
Sample 222: Avg Confidence = 1.9715
Sample 223: Avg Confidence = 3.4989
Sample 224: Avg Confidence = 2.9033
Sample 225: Avg Confidence = 1.6419
Sample 226: Avg Confidence = 1.5667
Sample 227: Avg Confidence = 2.9288
Sample 228: Avg Confidence = 1.5183
Sample 229: Avg Confidence = 3.2661
Sample 230: Avg Confidence = 2.1041
Sample 231: Avg Confidence = 1.9245
Sample 232: Avg Confidence = 1.8737
Sample 233: Avg Confidence = 1.1181
Sample 234: Avg Confidence = 1.9691
Sample 235: Avg Confidence = 0.9744
Sample 236: Avg Confidence = 2.8276
Sample 237: Avg Confidence = 1.3458
Sample 238: Avg Confidence = 1.4620
Sample 239: Avg Confidence = 1.6164
Sample 240: Avg Confidence = 2.0340
Sample 241: Avg Confidence = 1.8140
Sample 242: Avg Confidence = 3.0621
Sample 243: Avg Confidence = 5.6629
Sample 244: Avg Confidence = 2.3647
Sample 245: Avg Confidence = 1.5283
Sample 246: Avg Confidence = 2.4839
Sample 247: Avg Confidence = 3.3576
Sample 248: Avg Confidence = 3.8434
Sample 249: Avg Confidence = 1.6820
Sample 250: Avg Confidence = 2.8422
Sample 251: Avg Confidence = 1.7337
Sample 252: Avg Confidence = 3.2819
Sample 253: Avg Confidence = 4.5835
Sample 254: Avg Confidence = 2.8220
Sample 255: Avg Confidence = 3.7597
Sample 256: Avg Confidence = 2.1788
Sample 257: Avg Confidence = 1.6824
Sample 258: Avg Confidence = 2.5367
Sample 259: Avg Confidence = 2.0785
Sample 260: Avg Confidence = 2.6302
Sample 261: Avg Confidence = 2.5119
Sample 262: Avg Confidence = 1.6205
Sample 263: Avg Confidence = 2.4462
Sample 264: Avg Confidence = 1.7456
Sample 265: Avg Confidence = 1.9196
Sample 266: Avg Confidence = 2.1256
Sample 267: Avg Confidence = 1.9436
Sample 268: Avg Confidence = 2.7021
Sample 269: Avg Confidence = 2.4464
Sample 270: Avg Confidence = 1.2384
Sample 271: Avg Confidence = 4.9211
Sample 272: Avg Confidence = 2.0899
Sample 273: Avg Confidence = 2.0004
Sample 274: Avg Confidence = 2.2501
Sample 275: Avg Confidence = 1.1456
Sample 276: Avg Confidence = 1.3679
Sample 277: Avg Confidence = 4.6427
Sample 278: Avg Confidence = 2.3144
Sample 279: Avg Confidence = 2.6053
Sample 280: Avg Confidence = 2.8734
Sample 281: Avg Confidence = 2.7772
Sample 282: Avg Confidence = 2.3483
Sample 283: Avg Confidence = 2.7697
Sample 284: Avg Confidence = 3.2540
Sample 285: Avg Confidence = 1.5238
Sample 286: Avg Confidence = 2.1384
Sample 287: Avg Confidence = 2.9870
Sample 288: Avg Confidence = 1.7504
Sample 289: Avg Confidence = 1.2596
Sample 290: Avg Confidence = 2.7789
Sample 291: Avg Confidence = 2.2013
Sample 292: Avg Confidence = 6.1566
Sample 293: Avg Confidence = 2.8714
Sample 294: Avg Confidence = 1.6932
Sample 295: Avg Confidence = 2.4005
Sample 296: Avg Confidence = 1.5128
Sample 297: Avg Confidence = 2.0058
Sample 298: Avg Confidence = 1.6151
Sample 299: Avg Confidence = 1.9480
Sample 300: Avg Confidence = 3.2141
Sample 301: Avg Confidence = 0.9154
Sample 302: Avg Confidence = 1.3069
Sample 303: Avg Confidence = 2.2084
Sample 304: Avg Confidence = 0.9378
Sample 305: Avg Confidence = 3.0830
Sample 306: Avg Confidence = 3.9914
Sample 307: Avg Confidence = 4.9767
Sample 308: Avg Confidence = 1.6611
Sample 309: Avg Confidence = 1.7324
Sample 310: Avg Confidence = 2.3927
Sample 311: Avg Confidence = 2.7157
Sample 312: Avg Confidence = 1.5406
Sample 313: Avg Confidence = 2.2975
Sample 314: Avg Confidence = 1.4564
Sample 315: Avg Confidence = 2.2488
Sample 316: Avg Confidence = 2.7053
Sample 317: Avg Confidence = 2.0877
Sample 318: Avg Confidence = 2.7886
Sample 319: Avg Confidence = 2.7661
Sample 320: Avg Confidence = 1.5047
Sample 321: Avg Confidence = 2.9580
Sample 322: Avg Confidence = 3.4413
Sample 323: Avg Confidence = 3.1175
Sample 324: Avg Confidence = 2.1381
Sample 325: Avg Confidence = 3.4667
Sample 326: Avg Confidence = 2.2949
Sample 327: Avg Confidence = 1.9237
Sample 328: Avg Confidence = 2.3449
Sample 329: Avg Confidence = 0.6268
Sample 330: Avg Confidence = 3.6930
Sample 331: Avg Confidence = 3.4243
Sample 332: Avg Confidence = 1.4211
Sample 333: Avg Confidence = 7.1222
Sample 334: Avg Confidence = 2.3888
Sample 335: Avg Confidence = 2.6307
Sample 336: Avg Confidence = 1.3049
Sample 337: Avg Confidence = 2.2555
Sample 338: Avg Confidence = 2.4220
Sample 339: Avg Confidence = 1.8231
Sample 340: Avg Confidence = 1.6082
Sample 341: Avg Confidence = 3.9392
Sample 342: Avg Confidence = 2.5117
Sample 343: Avg Confidence = 2.0407
Sample 344: Avg Confidence = 1.2642
Sample 345: Avg Confidence = 2.7755
Sample 346: Avg Confidence = 1.2314
Sample 347: Avg Confidence = 2.1022
Sample 348: Avg Confidence = 5.3058
Sample 349: Avg Confidence = 3.4074
Sample 350: Avg Confidence = 4.9187
Sample 351: Avg Confidence = 2.2043
Sample 352: Avg Confidence = 4.0237
Sample 353: Avg Confidence = 1.6280
Sample 354: Avg Confidence = 1.6394
Sample 355: Avg Confidence = 2.4417
Sample 356: Avg Confidence = 1.7098
Sample 357: Avg Confidence = 4.2389
Sample 358: Avg Confidence = 1.2944
Sample 359: Avg Confidence = 2.1514
Sample 360: Avg Confidence = 2.9889
Sample 361: Avg Confidence = 4.5922
Sample 362: Avg Confidence = 3.2387
Sample 363: Avg Confidence = 2.2629
Sample 364: Avg Confidence = 4.0749
Sample 365: Avg Confidence = 1.3012
Sample 366: Avg Confidence = 2.0657
Sample 367: Avg Confidence = 1.9058
Sample 368: Avg Confidence = 2.5741
Sample 369: Avg Confidence = 2.4212
Sample 370: Avg Confidence = 1.7619
Sample 371: Avg Confidence = 1.6783
Sample 372: Avg Confidence = 2.6010
Sample 373: Avg Confidence = 3.3587
Sample 374: Avg Confidence = 5.2979
Sample 375: Avg Confidence = 3.1158
Sample 376: Avg Confidence = 1.4144
Sample 377: Avg Confidence = 2.1563
Sample 378: Avg Confidence = 1.5317
Sample 379: Avg Confidence = 3.4536
Sample 380: Avg Confidence = 1.6829
Sample 381: Avg Confidence = 1.4346
Sample 382: Avg Confidence = 1.5893
Sample 383: Avg Confidence = 3.2814
Sample 384: Avg Confidence = 1.7224
Sample 385: Avg Confidence = 2.4219
Sample 386: Avg Confidence = 4.8322
Sample 387: Avg Confidence = 3.8892
Sample 388: Avg Confidence = 3.1605
Sample 389: Avg Confidence = 5.1095
Sample 390: Avg Confidence = 2.4786
Sample 391: Avg Confidence = 1.6136
Sample 392: Avg Confidence = 2.0801
Sample 393: Avg Confidence = 2.3765
Sample 394: Avg Confidence = 3.0980
Sample 395: Avg Confidence = 3.6037
Sample 396: Avg Confidence = 2.2401
Sample 397: Avg Confidence = 2.7300
Sample 398: Avg Confidence = 3.1250
Sample 399: Avg Confidence = 3.3127
Sample 400: Avg Confidence = 4.1280
Sample 401: Avg Confidence = 4.2198
Sample 402: Avg Confidence = 2.7501
Sample 403: Avg Confidence = 2.5459
Sample 404: Avg Confidence = 3.9033
Sample 405: Avg Confidence = 0.6327
Sample 406: Avg Confidence = 3.0825
Sample 407: Avg Confidence = 2.0400
Sample 408: Avg Confidence = 1.6489
Sample 409: Avg Confidence = 2.7315
Sample 410: Avg Confidence = 0.9397
Sample 411: Avg Confidence = 2.9907
Sample 412: Avg Confidence = 1.8772
Sample 413: Avg Confidence = 3.0863
Sample 414: Avg Confidence = 4.0721
Sample 415: Avg Confidence = 3.5439
Sample 416: Avg Confidence = 3.2874
Sample 417: Avg Confidence = 5.1020
Sample 418: Avg Confidence = 1.8415
Sample 419: Avg Confidence = 2.9523
Sample 420: Avg Confidence = 3.7381
Sample 421: Avg Confidence = 3.5133
Sample 422: Avg Confidence = 1.7180
Sample 423: Avg Confidence = 2.0990
Sample 424: Avg Confidence = 4.1272
Sample 425: Avg Confidence = 1.5733
Sample 426: Avg Confidence = 3.7772
Sample 427: Avg Confidence = 2.5431
Sample 428: Avg Confidence = 2.2461
Sample 429: Avg Confidence = 3.5497
Sample 430: Avg Confidence = 3.6473
Sample 431: Avg Confidence = 1.8768
Sample 432: Avg Confidence = 2.7309
Sample 433: Avg Confidence = 3.7476
Sample 434: Avg Confidence = 1.9192
Sample 435: Avg Confidence = 0.9877
Sample 436: Avg Confidence = 2.0765
Sample 437: Avg Confidence = 1.4048
Sample 438: Avg Confidence = 1.3024
Sample 439: Avg Confidence = 2.8017
Sample 440: Avg Confidence = 3.0048
Sample 441: Avg Confidence = 1.5079
Sample 442: Avg Confidence = 1.9806
Sample 443: Avg Confidence = 1.9550
Sample 444: Avg Confidence = 2.1337
Sample 445: Avg Confidence = 2.8823
Sample 446: Avg Confidence = 1.9916
Sample 447: Avg Confidence = 2.2990
Sample 448: Avg Confidence = 1.9641
Sample 449: Avg Confidence = 2.2550
Sample 450: Avg Confidence = 2.5270
Sample 451: Avg Confidence = 2.3515
Sample 452: Avg Confidence = 1.4653
Sample 453: Avg Confidence = 1.7777
Sample 454: Avg Confidence = 2.9389
Sample 455: Avg Confidence = 2.9475
Sample 456: Avg Confidence = 1.4931
Sample 457: Avg Confidence = 1.5168
Sample 458: Avg Confidence = 1.4340
Sample 459: Avg Confidence = 1.8887
Sample 460: Avg Confidence = 2.8045
Sample 461: Avg Confidence = 4.3085
Sample 462: Avg Confidence = 1.9526
Sample 463: Avg Confidence = 1.9102
Sample 464: Avg Confidence = 1.9626
Sample 465: Avg Confidence = 5.7294
Sample 466: Avg Confidence = 6.1904
Sample 467: Avg Confidence = 2.1895
Sample 468: Avg Confidence = 2.5831
Sample 469: Avg Confidence = 2.7000
Sample 470: Avg Confidence = 1.0682
Sample 471: Avg Confidence = 2.3335
Sample 472: Avg Confidence = 2.2118
Sample 473: Avg Confidence = 4.6758
Sample 474: Avg Confidence = 3.4602
Sample 475: Avg Confidence = 1.7429
Sample 476: Avg Confidence = 3.7576
Sample 477: Avg Confidence = 2.7343
Sample 478: Avg Confidence = 2.5516
Sample 479: Avg Confidence = 2.2050
Sample 480: Avg Confidence = 1.3741
Sample 481: Avg Confidence = 2.4390
Sample 482: Avg Confidence = 2.8531
Sample 483: Avg Confidence = 3.7132
Sample 484: Avg Confidence = 3.6584
Sample 485: Avg Confidence = 1.8564
Sample 486: Avg Confidence = 1.3626
Sample 487: Avg Confidence = 2.9678
Sample 488: Avg Confidence = 8.4122
Sample 489: Avg Confidence = 2.7138
Sample 490: Avg Confidence = 4.5294
Sample 491: Avg Confidence = 3.4459
Sample 492: Avg Confidence = 3.0179
Sample 493: Avg Confidence = 2.8265
Sample 494: Avg Confidence = 2.5067
Sample 495: Avg Confidence = 2.5682
Sample 496: Avg Confidence = 1.4639
Sample 497: Avg Confidence = 2.7692
Sample 498: Avg Confidence = 2.3147
Sample 499: Avg Confidence = 3.6930
Sample 500: Avg Confidence = 2.8366
Sample 501: Avg Confidence = 1.8113
Sample 502: Avg Confidence = 1.1093
Sample 503: Avg Confidence = 0.9951
Sample 504: Avg Confidence = 3.4537
Sample 505: Avg Confidence = 1.8385
Sample 506: Avg Confidence = 1.7544
Sample 507: Avg Confidence = 2.1848
Sample 508: Avg Confidence = 4.1356
Sample 509: Avg Confidence = 3.1272
Sample 510: Avg Confidence = 2.3876
Sample 511: Avg Confidence = 3.1564
Sample 512: Avg Confidence = 4.3356
Sample 513: Avg Confidence = 1.9927
Sample 514: Avg Confidence = 2.3531
Sample 515: Avg Confidence = 2.9291
Sample 516: Avg Confidence = 3.1496
Sample 517: Avg Confidence = 1.9207
Sample 518: Avg Confidence = 5.1274
Sample 519: Avg Confidence = 1.2694
Sample 520: Avg Confidence = 2.7134
Sample 521: Avg Confidence = 3.8561
Sample 522: Avg Confidence = 2.7563
Sample 523: Avg Confidence = 3.4385
Sample 524: Avg Confidence = 3.7369
Sample 525: Avg Confidence = 2.1242
Sample 526: Avg Confidence = 2.9550
Sample 527: Avg Confidence = 3.8318
Sample 528: Avg Confidence = 0.9256
Sample 529: Avg Confidence = 2.2119
Sample 530: Avg Confidence = 1.7933
Sample 531: Avg Confidence = 1.1329
Sample 532: Avg Confidence = 3.3954
Sample 533: Avg Confidence = 2.3550
Sample 534: Avg Confidence = 3.2059
Sample 535: Avg Confidence = 1.1693
Sample 536: Avg Confidence = 0.7910
Sample 537: Avg Confidence = 2.1902
Sample 538: Avg Confidence = 1.6930
Sample 539: Avg Confidence = 3.6478
Sample 540: Avg Confidence = 4.9342
Sample 541: Avg Confidence = 1.5210
Sample 542: Avg Confidence = 3.2675
Sample 543: Avg Confidence = 3.7309
Sample 544: Avg Confidence = 2.0513
Sample 545: Avg Confidence = 2.4015
Sample 546: Avg Confidence = 1.8054
Sample 547: Avg Confidence = 3.8059
Sample 548: Avg Confidence = 2.5839
Sample 549: Avg Confidence = 4.8920
Sample 550: Avg Confidence = 2.7761
Sample 551: Avg Confidence = 3.5182
Sample 552: Avg Confidence = 1.8731
Sample 553: Avg Confidence = 2.3863
Sample 554: Avg Confidence = 3.4913
Sample 555: Avg Confidence = 2.3825
Sample 556: Avg Confidence = 1.7335
Sample 557: Avg Confidence = 2.3949
Sample 558: Avg Confidence = 2.5369
Sample 559: Avg Confidence = 1.9213
Sample 560: Avg Confidence = 3.5680
Sample 561: Avg Confidence = 2.3681
Sample 562: Avg Confidence = 2.1671
Sample 563: Avg Confidence = 0.9715
Sample 564: Avg Confidence = 1.6868
Sample 565: Avg Confidence = 2.6874
Sample 566: Avg Confidence = 1.7290
Sample 567: Avg Confidence = 2.2213
Sample 568: Avg Confidence = 1.5837
Sample 569: Avg Confidence = 2.4282
Sample 570: Avg Confidence = 1.5533
Sample 571: Avg Confidence = 2.3948
Sample 572: Avg Confidence = 3.1321
Sample 573: Avg Confidence = 2.0427
Sample 574: Avg Confidence = 1.3542
Sample 575: Avg Confidence = 2.0963
Sample 576: Avg Confidence = 1.8609
Sample 577: Avg Confidence = 1.9176
Sample 578: Avg Confidence = 2.0825
Sample 579: Avg Confidence = 1.5009
Sample 580: Avg Confidence = 3.2128
Sample 581: Avg Confidence = 2.2104
Sample 582: Avg Confidence = 5.2973
Sample 583: Avg Confidence = 2.9827
Sample 584: Avg Confidence = 1.8861
Sample 585: Avg Confidence = 2.4527
Sample 586: Avg Confidence = 2.7048
Sample 587: Avg Confidence = 2.2256
Sample 588: Avg Confidence = 0.9863
Sample 589: Avg Confidence = 2.8902
Sample 590: Avg Confidence = 2.9153
Sample 591: Avg Confidence = 2.6344
Sample 592: Avg Confidence = 1.6804
Sample 593: Avg Confidence = 2.2618
Sample 594: Avg Confidence = 2.5007
Sample 595: Avg Confidence = 2.3387
Sample 596: Avg Confidence = 1.6513
Sample 597: Avg Confidence = 2.3003
Sample 598: Avg Confidence = 2.4543
Sample 599: Avg Confidence = 2.8744
Sample 600: Avg Confidence = 1.1849
Sample 601: Avg Confidence = 3.1330
Sample 602: Avg Confidence = 1.9955
Sample 603: Avg Confidence = 1.8982
Sample 604: Avg Confidence = 2.4754
Sample 605: Avg Confidence = 1.8761
Sample 606: Avg Confidence = 2.8242
Sample 607: Avg Confidence = 3.0183
Sample 608: Avg Confidence = 5.1637
Sample 609: Avg Confidence = 2.2728
Sample 610: Avg Confidence = 2.4232
Sample 611: Avg Confidence = 3.9069
Sample 612: Avg Confidence = 1.8030
Sample 613: Avg Confidence = 1.3260
Sample 614: Avg Confidence = 3.2057
Sample 615: Avg Confidence = 3.1811
Sample 616: Avg Confidence = 1.1545
Sample 617: Avg Confidence = 2.1638
Sample 618: Avg Confidence = 2.7846
Sample 619: Avg Confidence = 1.6966
Sample 620: Avg Confidence = 1.3825
Sample 621: Avg Confidence = 1.8604
Sample 622: Avg Confidence = 2.2589
Sample 623: Avg Confidence = 1.5529
Sample 624: Avg Confidence = 2.5205
Sample 625: Avg Confidence = 2.3059
Sample 626: Avg Confidence = 2.2373
Sample 627: Avg Confidence = 1.8744
Sample 628: Avg Confidence = 1.4555
Sample 629: Avg Confidence = 2.6908
Sample 630: Avg Confidence = 3.5031
Sample 631: Avg Confidence = 2.8750
Sample 632: Avg Confidence = 2.4402
Sample 633: Avg Confidence = 2.4096
Sample 634: Avg Confidence = 1.4710
Sample 635: Avg Confidence = 2.2551
Sample 636: Avg Confidence = 2.4758
Sample 637: Avg Confidence = 2.1578
Sample 638: Avg Confidence = 2.6853
Sample 639: Avg Confidence = 0.7457
Sample 640: Avg Confidence = 1.8423
Sample 641: Avg Confidence = 2.6604
Sample 642: Avg Confidence = 2.7925
Sample 643: Avg Confidence = 2.1396
Sample 644: Avg Confidence = 1.2666
Sample 645: Avg Confidence = 2.8695
Sample 646: Avg Confidence = 2.3944
Sample 647: Avg Confidence = 2.3553
Sample 648: Avg Confidence = 1.4736
Sample 649: Avg Confidence = 1.4230
Sample 650: Avg Confidence = 1.9788
Sample 651: Avg Confidence = 1.7693
Sample 652: Avg Confidence = 3.0582
Sample 653: Avg Confidence = 1.9297
Sample 654: Avg Confidence = 3.2730
Sample 655: Avg Confidence = 3.7062
Sample 656: Avg Confidence = 3.1195
Sample 657: Avg Confidence = 1.5115
Sample 658: Avg Confidence = 1.1766
Sample 659: Avg Confidence = 3.8180
Sample 660: Avg Confidence = 2.6024
Sample 661: Avg Confidence = 1.7719
Sample 662: Avg Confidence = 1.7438
Sample 663: Avg Confidence = 3.7189
Sample 664: Avg Confidence = 2.4950
Sample 665: Avg Confidence = 3.5786
Sample 666: Avg Confidence = 2.4299
Sample 667: Avg Confidence = 4.0544
Sample 668: Avg Confidence = 1.7289
Sample 669: Avg Confidence = 1.3665
Sample 670: Avg Confidence = 2.0759
Sample 671: Avg Confidence = 2.0932
Sample 672: Avg Confidence = 2.1628
Sample 673: Avg Confidence = 8.5327
Sample 674: Avg Confidence = 1.1140
Sample 675: Avg Confidence = 1.9299
Sample 676: Avg Confidence = 2.5064
Sample 677: Avg Confidence = 1.2290
Sample 678: Avg Confidence = 4.4926
Sample 679: Avg Confidence = 1.9618
Sample 680: Avg Confidence = 1.8966
Sample 681: Avg Confidence = 1.7297
Sample 682: Avg Confidence = 2.8474
Sample 683: Avg Confidence = 3.6995
Sample 684: Avg Confidence = 2.2625
Sample 685: Avg Confidence = 1.7701
Sample 686: Avg Confidence = 1.5810
Sample 687: Avg Confidence = 3.0723
Sample 688: Avg Confidence = 1.3830
Sample 689: Avg Confidence = 2.8080
Sample 690: Avg Confidence = 2.4083
Sample 691: Avg Confidence = 3.4716
Sample 692: Avg Confidence = 2.2098
Sample 693: Avg Confidence = 3.7545
Sample 694: Avg Confidence = 2.6469
Sample 695: Avg Confidence = 3.4166
Sample 696: Avg Confidence = 4.1305
Sample 697: Avg Confidence = 3.7262
Sample 698: Avg Confidence = 1.6888
Sample 699: Avg Confidence = 2.6492
Sample 700: Avg Confidence = 1.5528
Sample 701: Avg Confidence = 1.8810
Sample 702: Avg Confidence = 1.7104
Sample 703: Avg Confidence = 2.3540
Sample 704: Avg Confidence = 2.8111
Sample 705: Avg Confidence = 4.0907
Sample 706: Avg Confidence = 2.2933
Sample 707: Avg Confidence = 2.7309
Sample 708: Avg Confidence = 4.0619
Sample 709: Avg Confidence = 4.1453
Sample 710: Avg Confidence = 1.2108
Sample 711: Avg Confidence = 2.3175
Sample 712: Avg Confidence = 2.5853
Sample 713: Avg Confidence = 2.8270
Sample 714: Avg Confidence = 1.7863
Sample 715: Avg Confidence = 2.7903
Sample 716: Avg Confidence = 4.5370
Sample 717: Avg Confidence = 2.4799
Sample 718: Avg Confidence = 3.6137
Sample 719: Avg Confidence = 3.4570
Sample 720: Avg Confidence = 0.6375
Sample 721: Avg Confidence = 3.0044
Sample 722: Avg Confidence = 1.8461
Sample 723: Avg Confidence = 3.7747
Sample 724: Avg Confidence = 2.8464
Sample 725: Avg Confidence = 2.5372
Sample 726: Avg Confidence = 1.5866
Sample 727: Avg Confidence = 3.6096
Sample 728: Avg Confidence = 1.9297
Sample 729: Avg Confidence = 1.4700
Sample 730: Avg Confidence = 6.1516
Sample 731: Avg Confidence = 2.1845
Sample 732: Avg Confidence = 2.6580
Sample 733: Avg Confidence = 2.2421
Sample 734: Avg Confidence = 4.1063
Sample 735: Avg Confidence = 4.1786
Sample 736: Avg Confidence = 2.3479
Sample 737: Avg Confidence = 1.5502
Sample 738: Avg Confidence = 4.3198
Sample 739: Avg Confidence = 6.1535
Sample 740: Avg Confidence = 2.1437
Sample 741: Avg Confidence = 2.4043
Sample 742: Avg Confidence = 1.6895
Sample 743: Avg Confidence = 2.5757
Sample 744: Avg Confidence = 4.7723
Sample 745: Avg Confidence = 3.0921
Sample 746: Avg Confidence = 2.3358
Sample 747: Avg Confidence = 2.4471
Sample 748: Avg Confidence = 1.7285
Sample 749: Avg Confidence = 2.0324
Sample 750: Avg Confidence = 1.7266
Sample 751: Avg Confidence = 2.9637
Sample 752: Avg Confidence = 2.0743
Sample 753: Avg Confidence = 2.4430
Sample 754: Avg Confidence = 1.0729
Sample 755: Avg Confidence = 0.9280
Sample 756: Avg Confidence = 1.3025
Sample 757: Avg Confidence = 3.3589
Sample 758: Avg Confidence = 1.3546
Sample 759: Avg Confidence = 2.0490
Sample 760: Avg Confidence = 2.5923
Sample 761: Avg Confidence = 3.0006
Sample 762: Avg Confidence = 2.0608
Sample 763: Avg Confidence = 2.5465
Sample 764: Avg Confidence = 2.6242
Sample 765: Avg Confidence = 2.7096
Sample 766: Avg Confidence = 2.1946
Sample 767: Avg Confidence = 2.0866
Sample 768: Avg Confidence = 2.0459
Sample 769: Avg Confidence = 1.7931
Sample 770: Avg Confidence = 4.1815
Sample 771: Avg Confidence = 2.1545
Sample 772: Avg Confidence = 2.8955
Sample 773: Avg Confidence = 4.2883
Sample 774: Avg Confidence = 6.8408
Sample 775: Avg Confidence = 2.9918
Sample 776: Avg Confidence = 3.6345
Sample 777: Avg Confidence = 0.7356
Sample 778: Avg Confidence = 7.0990
Sample 779: Avg Confidence = 2.0357
Sample 780: Avg Confidence = 1.8456
Sample 781: Avg Confidence = 2.3215
Sample 782: Avg Confidence = 1.7755
Sample 783: Avg Confidence = 1.1286
Sample 784: Avg Confidence = 2.4328
Sample 785: Avg Confidence = 2.6965
Sample 786: Avg Confidence = 3.1504
Sample 787: Avg Confidence = 1.0354
Sample 788: Avg Confidence = 4.3799
Sample 789: Avg Confidence = 1.3086
Sample 790: Avg Confidence = 1.6524
Sample 791: Avg Confidence = 1.8782
Sample 792: Avg Confidence = 1.1546
Sample 793: Avg Confidence = 2.7963
Sample 794: Avg Confidence = 0.5213
Sample 795: Avg Confidence = 3.9572
Sample 796: Avg Confidence = 2.6972
Sample 797: Avg Confidence = 2.7387
Sample 798: Avg Confidence = 1.6512
Sample 799: Avg Confidence = 2.5970
Sample 800: Avg Confidence = 3.2694
Sample 801: Avg Confidence = 2.4327
Sample 802: Avg Confidence = 0.8937
Sample 803: Avg Confidence = 1.4512
Sample 804: Avg Confidence = 3.5325
Sample 805: Avg Confidence = 2.2196
Sample 806: Avg Confidence = 2.4132
Sample 807: Avg Confidence = 2.1416
Sample 808: Avg Confidence = 2.5891
Sample 809: Avg Confidence = 1.4605
Sample 810: Avg Confidence = 1.9349
Sample 811: Avg Confidence = 4.5544
Sample 812: Avg Confidence = 2.5554
Sample 813: Avg Confidence = 1.9181
Sample 814: Avg Confidence = 2.5064
Sample 815: Avg Confidence = 2.0039
Sample 816: Avg Confidence = 2.1532
Sample 817: Avg Confidence = 1.8441
Sample 818: Avg Confidence = 1.0278
Sample 819: Avg Confidence = 3.1857
Sample 820: Avg Confidence = 0.8575
Sample 821: Avg Confidence = 3.4517
Sample 822: Avg Confidence = 2.0012
Sample 823: Avg Confidence = 2.5179
Sample 824: Avg Confidence = 1.8732
Sample 825: Avg Confidence = 2.8930
Sample 826: Avg Confidence = 3.3894
Sample 827: Avg Confidence = 3.3856
Sample 828: Avg Confidence = 1.9554
Sample 829: Avg Confidence = 2.8326
Sample 830: Avg Confidence = 3.2984
Sample 831: Avg Confidence = 2.2177
Sample 832: Avg Confidence = 3.6971
Sample 833: Avg Confidence = 3.0529
Sample 834: Avg Confidence = 4.9515
Sample 835: Avg Confidence = 2.4021
Sample 836: Avg Confidence = 5.0760
Sample 837: Avg Confidence = 2.1718
Sample 838: Avg Confidence = 2.9279
Sample 839: Avg Confidence = 3.2083
Sample 840: Avg Confidence = 2.5610
Sample 841: Avg Confidence = 2.7340
Sample 842: Avg Confidence = 1.1177
Sample 843: Avg Confidence = 1.2144
Sample 844: Avg Confidence = 3.8439
Sample 845: Avg Confidence = 4.0625
Sample 846: Avg Confidence = 3.2182
Sample 847: Avg Confidence = 3.1336
Sample 848: Avg Confidence = 2.0961
Sample 849: Avg Confidence = 5.0655
Sample 850: Avg Confidence = 1.9932
Sample 851: Avg Confidence = 2.8607
Sample 852: Avg Confidence = 1.3778
Sample 853: Avg Confidence = 3.1352
Sample 854: Avg Confidence = 2.1517
Sample 855: Avg Confidence = 3.4361
Sample 856: Avg Confidence = 2.0089
Sample 857: Avg Confidence = 3.1271
Sample 858: Avg Confidence = 3.8461
Sample 859: Avg Confidence = 1.4523
Sample 860: Avg Confidence = 2.9378
Sample 861: Avg Confidence = 4.1670
Sample 862: Avg Confidence = 3.3887
Sample 863: Avg Confidence = 5.0186
Sample 864: Avg Confidence = 1.3471
Sample 865: Avg Confidence = 2.0478
Sample 866: Avg Confidence = 2.7346
Sample 867: Avg Confidence = 1.5485
Sample 868: Avg Confidence = 3.6694
Sample 869: Avg Confidence = 4.6643
Sample 870: Avg Confidence = 1.7496
Sample 871: Avg Confidence = 3.3573
Sample 872: Avg Confidence = 2.7413
Sample 873: Avg Confidence = 2.3528
Sample 874: Avg Confidence = 0.9451
Sample 875: Avg Confidence = 2.2032
Sample 876: Avg Confidence = 2.3364
Sample 877: Avg Confidence = 3.6005
Sample 878: Avg Confidence = 3.1217
Sample 879: Avg Confidence = 0.4269
Sample 880: Avg Confidence = 2.2561
Sample 881: Avg Confidence = 2.4547
Sample 882: Avg Confidence = 2.3955
Sample 883: Avg Confidence = 1.8454
Sample 884: Avg Confidence = 4.5939
Sample 885: Avg Confidence = 2.3102
Sample 886: Avg Confidence = 1.1861
Sample 887: Avg Confidence = 2.5153
Sample 888: Avg Confidence = 2.3795
Sample 889: Avg Confidence = 3.4081
Sample 890: Avg Confidence = 4.6454
Sample 891: Avg Confidence = 3.7228
Sample 892: Avg Confidence = 3.4680
Sample 893: Avg Confidence = 3.5903
Sample 894: Avg Confidence = 1.3596
Sample 895: Avg Confidence = 2.6675
Sample 896: Avg Confidence = 3.1130
Sample 897: Avg Confidence = 1.5479
Sample 898: Avg Confidence = 4.1242
Sample 899: Avg Confidence = 2.5577
Sample 900: Avg Confidence = 3.0305
Sample 901: Avg Confidence = 1.9285
Sample 902: Avg Confidence = 3.0705
Sample 903: Avg Confidence = 1.8340
Sample 904: Avg Confidence = 2.2787
Sample 905: Avg Confidence = 3.5247
Sample 906: Avg Confidence = 2.6450
Sample 907: Avg Confidence = 2.7373
Sample 908: Avg Confidence = 2.0058
Sample 909: Avg Confidence = 1.5670
